id;submitdate;lastpage;startlanguage;seed;startdate;datestamp;instructionsUndersto;randomQuestions[Q1];randomQuestions[Q2];randomQuestions[Q3];randomQuestions[Q4];randomQuestions[Q5];randomQuestions[Q6];randomQuestions[Q7];randomQuestions[Q8];randomQuestions[Q9];randomQuestions[Q10];randomQuestions[Q11];randomQuestions[Q12];randomQuestions[Q13];randomQuestions[Q14];randomQuestions[Q15];randomQuestions[Q16];randomQuestions[Q17];randomQuestions[Q18];randomQuestions[Q19];randomQuestions[Q20];QDD1;assignNumbers;QDD2;QDD3;AllQuestionsS1[F1];AllQuestionsS1[F11];AllQuestionsS1[F12];AllQuestionsS1[F2];AllQuestionsS1[F21];AllQuestionsS1[F22];AllQuestionsS1[F23];AllQuestionsS1[F24];AllQuestionsS1[F3];AllQuestionsS1[F31];AllQuestionsS1[F32];AllQuestionsS1[F41];AllQuestionsS1[F42];AllQuestionsS1[N1];AllQuestionsS1[N2];AllQuestionsS1[N3];AllQuestionsS1[N4];AllQuestionsS2[F1];AllQuestionsS2[F11];AllQuestionsS2[F12];AllQuestionsS2[F2];AllQuestionsS2[F21];AllQuestionsS2[F22];AllQuestionsS2[F23];AllQuestionsS2[F24];AllQuestionsS2[F3];AllQuestionsS2[F31];AllQuestionsS2[F32];AllQuestionsS2[F41];AllQuestionsS2[F42];AllQuestionsS2[N1];AllQuestionsS2[N2];AllQuestionsS2[N3];AllQuestionsS2[N4];AllQuestionsS3[F1];AllQuestionsS3[F11];AllQuestionsS3[F12];AllQuestionsS3[F2];AllQuestionsS3[F21];AllQuestionsS3[F22];AllQuestionsS3[F23];AllQuestionsS3[F24];AllQuestionsS3[F3];AllQuestionsS3[F31];AllQuestionsS3[F32];AllQuestionsS3[F41];AllQuestionsS3[F42];AllQuestionsS3[N1];AllQuestionsS3[N2];AllQuestionsS3[N3];AllQuestionsS3[N4];AllQuestionsS4[F1];AllQuestionsS4[F11];AllQuestionsS4[F12];AllQuestionsS4[F2];AllQuestionsS4[F21];AllQuestionsS4[F22];AllQuestionsS4[F23];AllQuestionsS4[F24];AllQuestionsS4[F3];AllQuestionsS4[F31];AllQuestionsS4[F32];AllQuestionsS4[F41];AllQuestionsS4[F42];AllQuestionsS4[N1];AllQuestionsS4[N2];AllQuestionsS4[N3];AllQuestionsS4[N4];herdSize[decr];herdSize[main];herdSize[incr];statusQuo;QAttentionCheck[env];QAttentionCheck[market];QAttentionCheck[tax];QAttentionCheck[health];interviewtime;groupTime617;instructionsUnderstoTime;ProlificIDTime;randomQuestionsTime;groupTime615;QDD1Time;assignNumbersTime;groupTime618;QDD2Time;groupTime619;QDD3Time;groupTime621;AllQuestionsS1Time;groupTime620;AllQuestionsS2Time;groupTime622;AllQuestionsS3Time;groupTime616;AllQuestionsS4Time;groupTime624;herdSizeTime;statusQuoTime;groupTime623;QAttentionCheckTime
48;24/01/2025 09:17;10;en;1235457696;24/01/2025 09:04;24/01/2025 09:17;Y;3;4;1;3;2;3;2;1;2;3;1;2;3;2;3;4;3;3;1;2;read;3  4  1  3  2  3  2  1  2  3  1  2  3  2  3  4  3  3  1  2;read;read;;;AO02;;;;;AO05;;;AO05;;;;;;;;;;;AO02;;AO02;;AO03;;;;AO03;;;;;AO02;;;AO02;;AO02;;;;AO04;;AO03;;AO03;;AO04;AO03;;AO02;;;;;;;;;;;;;AO04;;;AO04;AO02;AO02;AO03;Y;;;;805.43;20.04;;;;90.83;;;372;;62.68;;31.98;;104.76;;55.61;;18.18;;33.04;;;16.31;
49;24/01/2025 09:06;10;en;863534338;24/01/2025 09:04;24/01/2025 09:06;Y;1;4;1;3;3;1;4;4;3;1;2;3;3;3;4;1;3;1;4;3;read;1  4  1  3  3  1  4  4  3  1  2  3  3  3  4  1  3  1  4  3;read;read;AO02;;AO04;;;AO03;;;;AO03;;;;;AO03;;AO03;;;;;;;;;;;AO03;;;;;;;;;;AO03;AO03;;;;AO03;;;AO03;AO03;;;AO04;;;AO03;;;;;AO03;AO03;;;;;;AO03;;;;AO04;AO02;AO03;AO04;Y;Y;;Y;106.52;9.88;;;;7.13;;;12.83;;4.49;;39.33;;3.23;;8.76;;6.21;;8.34;;;6.32;
50;24/01/2025 09:07;10;en;905820296;24/01/2025 09:04;24/01/2025 09:07;Y;4;2;1;4;2;4;1;4;2;4;1;3;4;3;4;1;3;4;3;3;read;4  2  1  4  2  4  1  4  2  4  1  3  4  3  4  1  3  4  3  3;read;read;;;AO04;;;;AO03;;;;AO05;;;;AO03;;;;AO04;;;AO02;;;;AO05;;;;;;;;;;;;;;;;;;;;;AO04;;;AO04;;AO05;;;AO04;;AO02;;AO04;;AO04;;AO04;;AO03;;;AO04;AO03;AO04;AO04;AO04;Y;;;Y;187.34;4.78;;;;39.05;;;6;;23.8;;17.14;;14.55;;9.16;;38.39;;24.96;;;9.51;
51;24/01/2025 09:09;10;en;1835054662;24/01/2025 09:04;24/01/2025 09:09;Y;3;4;2;1;2;2;2;4;3;1;4;3;4;4;1;4;4;3;2;1;read;3  4  2  1  2  2  2  4  3  1  4  3  4  4  1  4  4  3  2  1;read;read;;;;AO02;;;;;;AO04;;;;AO03;;;;;;AO03;;AO04;AO04;AO03;;;;;;;;;;;AO03;;;;;;;;AO03;;;;;;;;AO03;;AO04;;;;;;AO04;;;AO05;AO03;AO02;;AO03;AO02;;AO02;AO04;AO04;AO04;Y;Y;;;335.37;4.35;;;;58.65;;;60.17;;67.8;;9.66;;45.43;;20.6;;34.26;;21.65;;;12.8;
52;24/01/2025 09:12;10;en;1000096953;24/01/2025 09:04;24/01/2025 09:12;Y;2;2;1;4;4;3;4;3;2;1;1;4;1;4;4;1;4;2;2;4;read;2  2  1  4  4  3  4  3  2  1  1  4  1  4  4  1  4  2  2  4;read;read;;;AO05;;;;;;;AO05;AO05;AO04;;;AO03;;;AO05;AO05;;;;;;;AO04;;;;;;;;AO02;;;;;;AO05;;AO05;;;;;;;;;;;;;AO05;AO05;;AO02;;;;;;AO01;AO03;;AO01;;AO03;AO04;AO01;AO03;Y;Y;;Y;451.53;16.05;;;;72.45;;;93.26;;50.14;;33.71;;69.03;;14.06;;57.75;;28.11;;;16.97;
53;24/01/2025 09:11;10;en;419686152;24/01/2025 09:04;24/01/2025 09:11;Y;1;2;1;3;1;1;1;3;3;2;2;3;2;2;2;3;3;1;3;2;read;1  2  1  3  1  1  1  3  3  2  2  3  2  2  2  3  3  1  3  2;read;read;AO03;;AO04;;AO04;AO05;AO04;;;;;;;;;;AO02;;AO05;;;;;;;;AO05;AO05;AO04;AO04;AO02;;;;;;;AO04;;;;AO05;AO05;;;;;;AO01;AO01;;;;;;;;;;;;;;;;;;;AO02;AO04;AO03;AO04;Y;;;Y;435.55;14.17;;;;70.28;;;70.8;;101.65;;27.6;;29.67;;58.11;;2.99;;38.55;;;21.73;
54;24/01/2025 09:11;10;en;774987533;24/01/2025 09:04;24/01/2025 09:11;Y;2;3;2;2;4;1;2;3;3;3;2;2;3;3;3;4;2;3;1;1;read;2  3  2  2  4  1  2  3  3  3  2  2  3  3  3  4  2  3  1  1;read;read;;;;;;AO04;;;;;;;;;;;;AO04;;AO05;AO04;;;AO03;;;;AO05;;;;;AO02;;;AO05;;;;;;AO04;AO04;AO04;;AO05;AO02;AO01;;;AO01;;;;;AO04;;;;;;;;;;AO02;;;AO01;AO05;AO03;AO05;Y;;;Y;439.98;16.84;;;;90.35;;;79.95;;82.65;;22.36;;36.03;;41.11;;22.84;;33.42;;;14.43;
55;24/01/2025 09:20;10;en;338012941;24/01/2025 09:04;24/01/2025 09:20;Y;1;4;3;3;3;3;4;4;2;4;1;1;3;1;2;4;2;2;4;2;read;1  4  3  3  3  3  4  4  2  4  1  1  3  1  2  4  2  2  4  2;read;;AO02;;;;;;;;;;AO04;;AO03;;;;;;;;;;;;;AO02;;;;;AO04;;AO04;AO03;;;AO02;AO03;AO03;AO03;;;;;;AO03;;;;;;;AO03;;;;;AO03;AO03;;AO03;;;;;AO03;;;AO02;AO03;AO03;AO03;Y;;;Y;968.98;18.2;;;;559.59;;;26.49;;235.04;;25.99;;7.69;;11.75;;11.09;;59.01;;;14.13;
56;24/01/2025 09:21;10;en;2131939214;24/01/2025 09:04;24/01/2025 09:21;Y;3;2;4;2;2;2;4;2;3;2;3;1;2;2;2;3;2;4;1;4;read;3  2  4  2  2  2  4  2  3  2  3  1  2  2  2  3  2  4  1  4;read;read;;;;;;;;;;;;;;;;;;;AO05;;AO05;AO05;AO04;;AO03;;AO01;;AO02;AO01;AO02;;AO01;;AO04;;;;;;;;AO03;;AO02;;;;AO02;;;;;AO05;;;;AO01;;;;;;;;;;AO02;AO01;AO02;AO01;AO01;Y;;;Y;1009.43;23.45;;;;197.15;;;280.79;;116.75;;11.66;;129.11;;136.41;;29.54;;60.27;;;24.3;
57;24/01/2025 09:11;10;en;539988860;24/01/2025 09:04;24/01/2025 09:11;Y;3;4;3;3;3;1;1;2;3;4;3;1;1;3;2;4;1;4;4;2;read;3  4  3  3  3  1  1  2  3  4  3  1  1  3  2  4  1  4  4  2;read;read;;;;;;AO05;AO01;;;;;AO04;;;;AO01;;;;;;;;;AO05;;;;;;AO03;;;;AO05;;AO05;AO03;AO05;;;;AO04;;AO05;;AO03;;;;;;AO05;;;;;;;;AO05;;;;;AO02;;AO03;AO01;AO03;AO03;AO05;Y;Y;;Y;407.46;17.75;;;;103.64;;;90.55;;75.76;;27.87;;10.21;;26.88;;21.69;;21.76;;;11.35;
58;24/01/2025 09:10;10;en;2081668878;24/01/2025 09:04;24/01/2025 09:10;Y;1;2;1;4;1;2;2;3;3;3;1;2;4;2;3;4;3;3;3;4;read;1  2  1  4  1  2  2  3  3  3  1  2  4  2  3  4  3  3  3  4;read;read;AO03;;AO03;;AO04;;;;;;AO04;;;;;;;;AO03;;;;AO04;AO03;;;;;;AO03;;;;;;;;;;;;AO03;AO04;AO03;;;;AO03;;AO03;AO03;;;;AO03;;;;;;;;AO03;;;AO03;;;AO03;AO03;AO03;AO03;Y;Y;;;359.7;15.18;;;;74.23;;;79.76;;64.75;;23.17;;21.13;;29.32;;16.88;;19.55;;;15.73;
59;24/01/2025 09:11;10;en;974503553;24/01/2025 09:05;24/01/2025 09:11;Y;4;2;2;3;4;3;1;2;3;1;2;3;1;2;3;2;1;2;3;1;read;4  2  2  3  4  3  1  2  3  1  2  3  1  2  3  2  1  2  3  1;read;read;;;;;;;AO03;;;AO04;;AO04;;;;AO02;;;AO03;AO03;;;;;AO03;;;AO04;;AO02;;AO03;;AO03;;;;AO02;;AO03;;;AO04;;;;;AO02;;;;AO03;;;;AO02;;;;;;;;;;;;;AO02;AO04;AO03;AO04;Y;Y;;Y;409.31;12.12;;;;97.99;;;86.12;;52.35;;21.46;;29.4;;21.82;;39.77;;30.37;;;17.91;
60;24/01/2025 09:09;10;en;1475854657;24/01/2025 09:05;24/01/2025 09:09;Y;1;1;1;2;4;3;4;4;1;1;4;1;2;3;3;4;3;3;1;4;read;1  1  1  2  4  3  4  4  1  1  4  1  2  3  3  4  3  3  1  4;read;read;AO03;AO04;AO04;;;;;;AO04;AO04;;;;;;;;;;;AO03;;;;;;;;AO04;;;;;;;;;;;AO02;;;;;;;AO03;AO02;;AO01;AO01;;;;;AO05;;AO02;AO03;;;AO05;;;;AO02;;;AO02;AO03;AO02;AO04;Y;Y;;Y;244.55;9.95;;;;55.95;;;55.16;;26.97;;14.13;;14.33;;25.64;;18.83;;14.24;;;9.35;
61;24/01/2025 09:10;10;en;582387528;24/01/2025 09:05;24/01/2025 09:10;Y;3;3;2;2;1;1;4;3;4;2;1;2;1;1;2;1;4;1;4;1;read;3  3  2  2  1  1  4  3  4  2  1  2  1  1  2  1  4  1  4  1;read;read;;;;;AO05;AO03;;;;;AO05;AO03;AO02;;AO02;;AO02;;;AO05;AO04;;;;;;AO05;;;;AO02;;;;AO05;AO05;;;;;;AO04;;;;;;;;;;;;;;;;AO03;;AO04;;;;;;;AO02;;AO02;AO03;AO04;AO03;Y;Y;;Y;326.41;11.9;;;;88.16;;;79.44;;45.44;;26.06;;15.45;;18.8;;10.85;;16.77;;;13.54;
62;24/01/2025 09:19;10;en;1517678890;24/01/2025 09:05;24/01/2025 09:19;Y;1;1;2;1;1;1;3;3;1;2;3;2;3;4;2;4;3;2;3;3;read;1  1  2  1  1  1  3  3  1  2  3  2  3  4  2  4  3  2  3  3;read;read;AO05;AO04;;AO04;AO03;AO04;;;AO05;;;;;;;;;;;AO04;;;;;;;AO05;;;;AO03;;;AO02;;;;;;;AO03;AO03;;;AO04;AO04;;;;AO02;;;;;;;;;;;;;;AO02;;AO02;;;AO03;AO04;AO02;AO03;Y;;;Y;828.1;34.87;;;;225.63;;;185.11;;137.34;;47.96;;27.28;;60.56;;29.52;;43.35;;;36.48;
64;24/01/2025 09:13;10;en;1656434888;24/01/2025 09:05;24/01/2025 09:13;Y;3;2;4;2;2;2;4;3;2;1;1;2;4;3;1;4;4;3;2;4;read;3  2  4  2  2  2  4  3  2  1  1  2  4  3  1  4  4  3  2  4;read;read;;;;;;;;;;AO04;AO05;;;AO04;;;;;AO04;;AO01;AO04;AO02;;;AO04;;;;;;;;;AO04;;;;;;;AO05;;;;;AO01;;;;AO01;;;AO04;;;;AO02;;;;;AO03;;;AO01;AO01;;AO02;AO03;AO04;AO02;Y;Y;;Y;470.27;11.12;;;;211.98;;;63.31;;71.39;;12.08;;23.76;;20.22;;22.65;;20.63;;;13.13;
65;24/01/2025 09:11;10;en;826811460;24/01/2025 09:05;24/01/2025 09:11;Y;1;2;1;2;4;4;4;3;1;1;2;4;2;1;2;3;1;1;1;3;read;1  2  1  2  4  4  4  3  1  1  2  4  2  1  2  3  1  1  1  3;read;read;AO04;;AO04;;;;;;AO03;AO03;;;AO03;;;AO03;AO03;;AO04;;AO03;;;;;;;AO03;AO03;;AO03;;;;;;;;;;;AO03;;;;;;;AO03;;;;;;;AO03;AO03;AO03;;;;;;;;;;;AO03;AO03;AO03;AO03;Y;Y;;Y;369.91;42.99;;;;30.71;;;58.72;;51.19;;60.7;;30.86;;20.97;;11.63;;39.8;;;22.34;
66;24/01/2025 09:21;10;en;1502421455;24/01/2025 09:05;24/01/2025 09:21;Y;4;1;1;4;1;4;3;2;1;4;4;4;1;4;4;1;3;1;2;2;read;4  1  1  4  1  4  3  2  1  4  4  4  1  4  4  1  3  1  2  2;read;read;;AO04;AO05;;AO03;;;;AO05;;;AO05;;;AO05;;AO03;;;;;;;;AO05;;;;;;;;;;;;;;;;AO03;;;;;;;;;AO05;;AO05;;;AO05;;AO05;;;;AO05;AO05;;AO05;AO01;;;;AO01;AO05;AO03;AO05;Y;;;;979.81;17.44;;;;101.1;;;154.16;;54.57;;193.61;;5.5;;85.1;;175.45;;184.41;;;8.47;
67;24/01/2025 09:17;10;en;1983363770;24/01/2025 09:05;24/01/2025 09:17;;4;2;3;4;2;1;4;1;3;1;4;2;4;3;3;3;1;1;3;4;read;4  2  3  4  2  1  4  1  3  1  4  2  4  3  3  3  1  1  3  4;read;read;;;;;;AO05;;AO05;;AO04;;;;;;AO03;AO03;;AO03;;;AO05;;;;;;;;;;;;;;;AO02;;;;;;AO03;;;;AO04;AO02;AO03;;;AO02;;;AO03;;;AO04;;;;AO03;AO03;;;;;;AO05;AO02;AO01;AO01;Y;;;;557.93;9.65;;;;22.7;;;30.61;;28.69;;51.33;;25.43;;67.33;;260.84;;40.25;;;21.1;
68;24/01/2025 09:13;10;en;875876471;24/01/2025 09:05;24/01/2025 09:13;Y;2;3;3;1;1;2;3;4;3;4;2;3;4;3;1;4;2;1;4;3;read;2  3  3  1  1  2  3  4  3  4  2  3  4  3  1  4  2  1  4  3;read;read;;;;AO04;AO05;;;;;;;;;AO04;;;AO02;AO05;;;;;AO05;;;;;AO05;;;;;AO01;;;AO05;AO05;;;;AO04;;AO05;;;;AO01;;;;;;;;;;;;AO05;;AO05;;AO05;;;AO03;;;AO01;AO04;AO04;AO02;Y;;;Y;414.67;17.96;;;;85.5;;;96.23;;58.82;;31.29;;21.56;;27.59;;33.81;;28.8;;;13.11;
69;24/01/2025 09:17;10;en;587478333;24/01/2025 09:05;24/01/2025 09:17;Y;3;2;3;2;2;4;3;3;2;2;4;1;2;1;2;3;2;4;3;2;read;3  2  3  2  2  4  3  3  2  2  4  1  2  1  2  3  2  4  3  2;read;read;;;;;;;;;;;;;AO05;;;;;;AO05;;AO04;AO05;;;;AO04;AO05;;AO03;;AO02;;AO02;;AO05;;AO05;;;;AO05;AO05;;;;;;;AO03;;;;;;;;AO05;;;;;AO05;;;;;;AO02;AO01;AO04;AO04;AO05;Y;;;Y;700.96;28.42;;;;177.47;;;181.69;;118.09;;12.18;;68.31;;41.07;;30.06;;26.79;;;16.88;
70;24/01/2025 09:13;10;en;848653143;24/01/2025 09:05;24/01/2025 09:13;Y;4;2;4;1;1;2;3;4;2;4;4;1;2;1;4;2;2;4;1;4;read;4  2  4  1  1  2  3  4  2  4  4  1  2  1  4  2  2  4  1  4;read;read;;;;AO04;AO02;;;;;;;;AO02;;;;;;AO04;;;;AO02;;;AO05;;;AO04;;;AO04;AO04;;;;;;;;AO03;;;;;;;;;;;AO04;;AO05;;;;;AO04;;AO04;AO04;;;AO05;;;AO04;AO04;AO05;AO02;AO04;Y;;;;478.87;20.65;;;;134.43;;;70.16;;33.72;;60.86;;48.91;;12.28;;45.46;;34.58;;;17.82;
71;24/01/2025 09:12;10;en;1346264135;24/01/2025 09:05;24/01/2025 09:12;Y;3;3;3;3;3;1;1;4;2;4;1;4;1;4;3;3;4;4;2;2;read;3  3  3  3  3  1  1  4  2  4  1  4  1  4  3  3  4  4  2  2;read;read;;;;;;AO04;AO03;;;;AO04;AO04;;;;;;;;;;;;;;AO03;;;;;;;;;AO03;AO04;AO04;AO02;AO05;;;;;;;;;AO01;AO01;;;;;;;;;;AO05;;AO03;;;AO01;;;AO01;AO01;AO01;AO05;AO01;AO05;Y;;;;416.97;12.8;;;;118.12;;;78.49;;64.63;;29.96;;9.72;;36.76;;38.63;;17.78;;;10.08;
75;24/01/2025 09:14;10;en;771871493;24/01/2025 09:06;24/01/2025 09:14;Y;4;1;3;3;4;3;2;2;3;3;4;1;3;4;1;4;1;3;1;3;read;4  1  3  3  4  3  2  2  3  3  4  1  3  4  1  4  1  3  1  3;read;read;;AO04;;;;;;;;;;;;AO03;;AO03;;;;;;;;AO01;AO03;;;;;;;;;;;;AO04;AO04;;AO04;;;AO04;AO04;;AO03;;;;;AO02;AO04;;;;AO03;;;;;;AO04;;AO04;;AO03;;;AO02;AO04;AO03;AO04;Y;;;Y;492.54;14.27;;;;50.71;;;28.39;;22.69;;93.54;;66.73;;101.52;;49.5;;18.82;;;46.37;
76;24/01/2025 09:30;10;en;958131585;24/01/2025 09:06;24/01/2025 09:30;Y;4;3;1;3;4;3;1;4;4;3;2;1;3;4;1;2;2;1;1;2;read;4  3  1  3  4  3  1  4  4  3  2  1  3  4  1  2  2  1  1  2;read;read;;;AO01;;;;AO02;;;;;;;AO03;;;AO02;;;;;;;;;;;AO05;;;;AO01;AO02;;;AO04;;AO02;;AO04;;;;AO05;;AO04;;;;;;AO01;;;;AO04;;;AO05;AO04;;;;AO01;;;;;AO02;AO02;AO01;AO03;Y;Y;;;1474.12;144.69;;;;781.35;;;141.41;;299.39;;16.62;;10.95;;31.93;;17.22;;15.99;;;14.57;
77;24/01/2025 09:17;10;en;1169938258;24/01/2025 09:06;24/01/2025 09:17;Y;2;3;3;3;2;2;2;4;3;1;1;1;3;1;1;1;2;4;4;1;read;2  3  3  3  2  2  2  4  3  1  1  1  3  1  1  1  2  4  4  1;read;read;;;;;;;;;;AO05;AO05;;AO03;AO03;AO04;;;AO04;;;;AO04;AO04;AO04;;;;;;;;;AO03;;;AO04;AO04;AO03;;;;;AO05;;;AO04;;;;;;;;;;;;;AO04;;;;;;;;;AO03;AO02;AO03;AO02;AO04;Y;Y;;Y;648.3;18.09;;;;123.16;;;203.11;;95.12;;35.5;;29.11;;53.08;;36.73;;38.77;;;15.63;
78;24/01/2025 09:12;10;en;1572466161;24/01/2025 09:06;24/01/2025 09:12;Y;2;1;1;4;4;1;3;4;2;1;1;3;4;4;2;4;2;4;1;4;read;2  1  1  4  4  1  3  4  2  1  1  3  4  4  2  4  2  4  1  4;read;read;;AO04;AO03;;;AO03;;;;AO05;AO05;;;;;;;AO03;;;;;;;;AO03;;;;;AO04;;AO02;;;;;;;;AO04;;;;;;;;;;;;;;AO04;AO02;;;AO04;;;;AO04;AO02;;AO03;;AO02;AO01;AO05;AO01;AO01;Y;Y;;Y;366.53;16.41;;;;79.06;;;59.12;;36.89;;26.62;;25.26;;10.45;;44.03;;53.58;;;15.11;
79;24/01/2025 09:10;10;en;1757243961;24/01/2025 09:06;24/01/2025 09:10;Y;1;4;3;4;1;3;2;1;3;4;2;3;3;2;3;3;4;1;1;4;read;1  4  3  4  1  3  2  1  3  4  2  3  3  2  3  3  4  1  1  4;read;read;AO03;;;;AO02;;;AO02;;;;;;;;;AO03;;;;;;;AO02;;;;AO03;;AO03;;;;;;;AO02;;;AO03;;;AO02;;;AO03;;AO02;AO03;;;;AO03;;AO01;;;;;;AO04;;;;;;AO03;;AO04;AO02;AO02;AO02;Y;;;Y;196.82;19.81;;;;39.46;;;35.41;;16.4;;9.1;;5.08;;8.29;;26.63;;23.76;;;12.88;
80;24/01/2025 09:10;10;en;1081278784;24/01/2025 09:06;24/01/2025 09:10;Y;2;2;2;3;4;3;3;3;4;4;1;4;4;4;1;2;4;4;4;3;read;2  2  2  3  4  3  3  3  4  4  1  4  4  4  1  2  4  4  4  3;read;read;;;;;;;;;;;AO05;;;AO03;;;;AO05;AO05;AO05;;;;;;;;;;;;AO01;;;;;;AO03;;AO01;AO03;AO05;;;;;;;;;;;;;;AO01;;;;AO04;AO05;;AO05;AO02;;;AO02;AO04;AO02;AO05;AO02;AO05;Y;Y;;Y;210.38;8.93;;;;41.94;;;37.56;;23.21;;9.63;;14.84;;19.44;;29.85;;14.82;;;10.16;
81;24/01/2025 09:10;10;en;1767014970;24/01/2025 09:06;24/01/2025 09:10;Y;4;3;1;3;2;3;1;2;4;1;2;4;1;2;3;3;1;1;3;2;read;4  3  1  3  2  3  1  2  4  1  2  4  1  2  3  3  1  1  3  2;read;read;;;AO04;;;;AO03;;;AO04;;AO03;;;;AO05;AO04;;;;;AO04;;;AO03;;;AO03;;AO04;;;;;;AO04;;AO03;;AO02;;;;;;;;AO03;AO04;;;AO03;;;;;;;;AO04;;;;;;;;;AO05;AO04;AO04;AO03;Y;Y;;Y;188.5;13.24;;;;17.67;;;11.11;;22.39;;27.21;;24.37;;15.06;;9.64;;16.88;;;30.93;
82;24/01/2025 09:11;10;en;814460738;24/01/2025 09:07;24/01/2025 09:11;Y;1;2;2;1;1;1;2;1;1;1;1;1;2;4;1;1;1;1;2;2;read;1  2  2  1  1  1  2  1  1  1  1  1  2  4  1  1  1  1  2  2;read;read;AO04;;;AO02;AO03;AO03;;AO05;AO04;AO05;AO05;;;AO04;AO03;AO03;AO04;;AO04;AO05;;;;AO03;;;;;AO03;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;AO04;;;;;AO02;AO04;AO03;AO04;Y;;;Y;258.72;7.49;;;;60.18;;;49.53;;29.38;;43.4;;15.3;;3.45;;6.9;;19.94;;;23.15;
83;24/01/2025 09:14;10;en;1439353424;24/01/2025 09:07;24/01/2025 09:14;Y;1;3;2;1;1;1;1;3;1;4;1;2;1;2;1;2;1;1;3;1;read;1  3  2  1  1  1  1  3  1  4  1  2  1  2  1  2  1  1  3  1;read;read;AO05;;;AO04;AO05;AO04;AO01;;AO05;;AO05;AO05;;AO02;;AO01;AO02;;;AO04;;;;;;;;;;AO03;;AO02;;;;AO04;;;;;;AO04;;;;;;;;;;;;;;;;;;;AO05;;;;;;;;AO02;AO03;AO04;AO04;Y;;;Y;414.83;17.36;;;;76.21;;;87.93;;48.02;;92.85;;21.9;;13.09;;4.89;;32.91;;;19.67;
84;24/01/2025 09:14;10;en;684066173;24/01/2025 09:07;24/01/2025 09:14;Y;2;4;4;2;4;3;1;4;4;4;1;2;1;1;4;4;2;1;4;4;read;2  4  4  2  4  3  1  4  4  4  1  2  1  1  4  4  2  1  4  4;read;read;;;;;;;AO02;;;;AO05;AO04;AO02;;;;AO02;AO04;;;AO03;;;;;;;;;;;;AO02;;;;;;;AO01;;;;;;;;;;;;;AO04;AO04;;AO02;;;AO05;AO05;AO05;;;;AO03;AO02;;;AO02;AO04;AO02;AO04;Y;Y;;Y;451.26;12.28;;;;98.95;;;89.74;;53.86;;32.67;;29.22;;27.95;;48.27;;19.64;;;38.68;
85;24/01/2025 09:14;10;en;320609251;24/01/2025 09:07;24/01/2025 09:14;Y;4;2;4;3;4;1;2;4;1;1;1;3;2;1;3;3;2;3;2;1;read;4  2  4  3  4  1  2  4  1  1  1  3  2  1  3  3  2  3  2  1;read;read;;;;;;AO03;;;AO05;AO05;AO05;;AO02;;;;;;AO05;;;;;AO03;;;;;AO04;;;;AO02;;;;;AO04;;;;;;;;;;AO01;AO01;;AO01;AO05;;AO05;;AO05;;;AO05;;;;;;;;;;AO01;AO02;AO03;AO04;Y;;;Y;443.28;13.6;;;;106.66;;;58.07;;90.54;;33.91;;24.79;;41.44;;13.72;;39.91;;;20.64;
86;24/01/2025 09:19;10;en;1342374872;24/01/2025 09:07;24/01/2025 09:19;Y;2;3;4;1;2;4;3;2;4;4;4;1;1;3;1;2;1;2;2;4;read;2  3  4  1  2  4  3  2  4  4  4  1  1  3  1  2  1  2  2  4;read;read;;;;AO05;;;;;;;;AO05;;AO03;;AO04;;AO01;;;;AO05;;;AO05;;;;;;;AO01;;AO01;;AO01;;;;;AO05;;;;;;AO05;;;;;;;AO01;;;AO05;;;AO05;AO05;AO05;;;;;;;AO01;AO03;AO01;AO05;Y;;;Y;733.15;33.83;;;;183.98;;;136.66;;112.11;;58.96;;32.65;;52.23;;50.29;;35.85;;;36.59;
87;24/01/2025 09:14;10;en;745229717;24/01/2025 09:07;24/01/2025 09:14;Y;1;1;4;1;4;1;2;2;4;4;1;1;3;3;2;4;4;1;1;3;read;1  1  4  1  4  1  2  2  4  4  1  1  3  3  2  4  4  1  1  3;read;read;AO03;AO05;;AO04;;AO05;;;;;AO05;;;;;;AO03;;;;;;;AO04;AO05;;;;;;AO02;;;;;;;;;;;;;;;AO05;AO04;;;;;;;AO05;;AO04;;;;AO05;AO05;;;;;AO02;AO02;;AO01;AO03;AO03;AO03;Y;;;Y;445.39;30.26;;;;83.92;;;88.03;;64.21;;29.43;;49.01;;18.87;;26.95;;37.21;;;17.5;
88;24/01/2025 09:13;10;en;632760084;24/01/2025 09:07;24/01/2025 09:13;Y;1;3;4;4;2;3;1;4;3;4;3;3;2;3;3;4;1;2;1;2;read;1  3  4  4  2  3  1  4  3  4  3  3  2  3  3  4  1  2  1  2;read;read;AO04;;;;;;AO01;;;;;;;;;AO01;;;;;;AO05;;;;;;;AO04;;;;;AO02;;AO05;;;;AO05;;;AO05;;AO05;;AO02;AO03;;;;;;AO05;AO04;;;;AO04;;AO03;;;;;AO01;;;AO01;AO04;AO02;AO04;Y;Y;;Y;359.23;13.29;;;;70.89;;;82.39;;56.43;;12.57;;24.05;;25.07;;34.37;;21.41;;;18.76;
